File,Transcription,Category,mp3,Notes,Timestamp,NRE_ID
0215,First Great Western,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0215.mp3,,,
0216,First Great Western service to,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0216.mp3,,,
0217,First Great Western service from,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0217.mp3,,,
0218,Stafford,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0218.mp3,,,STA
0219,Starcross,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0219.mp3,,,SCS
0220,is available,Conjoining,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0220.mp3,,,
0221,Trowbridge,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0221.mp3,,,TRO
0222,Gartcosh,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0222.mp3,,,GRH
0223,Bodmin,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0223.mp3,,,
0224,Corby,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0224.mp3,,,COR
0225,St Pancras International,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0225.mp3,,,STP
0226,Wilmslow,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0226.mp3,,,WML
0227,Should change here,Conjoining,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0227.mp3,,,
0228,Southampton Airport Parkway,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0228.mp3,,,SOA
0229,This is a platform alteration,Platform information,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0229.mp3,,,
0230,Midnight,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0230.mp3,,,
0231,01,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0231.mp3,oh-one,,
0232,02,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0232.mp3,oh-two,,
0233,03,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0233.mp3,oh-three,,
0234,04,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0234.mp3,oh-four,,
0235,05,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0235.mp3,oh-five,,
0236,06,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0236.mp3,oh-six,,
0237,07,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0237.mp3,oh-seven,,
0238,08,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0238.mp3,oh-eight,,
0239,09,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0239.mp3,oh-nine,,
0240,10,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0240.mp3,,,
0241,Barry Links,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0241.mp3,,,BYL
0242,Beauly,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0242.mp3,,,BEL
0243,Brunstane,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0243.mp3,,,BSU
0244,Central,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0244.mp3,,,
0245,Dunfermline Queen Margaret ,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0245.mp3,,,DFL
0246,Dunfermline Town ,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0246.mp3,,,DFE
0247,Dunoon,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0247.mp3,Ferry,,
0248,11,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0248.mp3,,,
0249,Exhibition Centre,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0249.mp3,,,EXG
0250,Georgemas,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0250.mp3,,,GGJ
0251,Gilshochill,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0251.mp3,,,GSC
0252,Greenfaulds,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0252.mp3,,,GRL
0253,Hamilton West,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0253.mp3,,,HNW
0254,Hawkhead,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0254.mp3,,,HKH
0255,High Street,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0255.mp3,,,HST
0256,Loch Awe,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0256.mp3,,,LHA
0257,Newcraighall,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0257.mp3,,,NEW
0258,Newton,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0258.mp3,,,NTN
0259,12,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0259.mp3,,,
0260,Queen Street,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0260.mp3,Glasgow,,GLQ
0261,Rannoch,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0261.mp3,mid-sentence,,RAN
0262,Kingsknowe,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0262.mp3,,,KGE
0263,Stromeferry,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0263.mp3,,,STF
0264,Glasgow Central Low Level,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0264.mp3,,,GLC
0265,Glasgow Queen Street Low Level,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0265.mp3,,,GLQ
0266,Newton (Lanarkshire),Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0266.mp3,,,NTN
0267,Ardrossan Harbour,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0267.mp3,,,ADS
0268,Ardrossan South Beach,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0268.mp3,,,ASB
0269,Ardrossan Town,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0269.mp3,,,ADN
0270,13,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0270.mp3,,,
0271,Brampton (Cumbria),Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0271.mp3,,,BMP
0272,Cumbrae Slip,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0272.mp3,Ferry,,
0273,Kirkconnel,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0273.mp3,,,KRK
0274,14,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0274.mp3,,,
0275,15,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0275.mp3,,,
0276,16,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0276.mp3,,,
0277,17,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0277.mp3,,,
0278,18,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0278.mp3,,,
0279,East Midlands Airport,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0279.mp3,Non-rail,,
0280,Kelvindale,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0280.mp3,,,KVD
0281,Merryton,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0281.mp3,,,MEY
0282,Larkhall,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0282.mp3,,,LRH
0283,Chatelherault,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0283.mp3,,,CTE
0284,Alloa,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0284.mp3,,,ALO
0285,19,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0285.mp3,,,
0286,Shawfair,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0286.mp3,,,SFI
0287,Eskbank,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0287.mp3,,,EKB
0288,Newtongrange,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0288.mp3,,,NEG
0289,Gorebridge,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0289.mp3,,,GBG
0290,Galashiels,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0290.mp3,,,GAL
0291,20,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0291.mp3,,,
0292,Tweedbank,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0292.mp3,,,TWB
0293,Edinburgh Airport,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0293.mp3,Non-rail,,
0294,Edinburgh International Airport,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0294.mp3,Non-rail,,
0295,21,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0295.mp3,,,
0296,Abbey Road,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0296.mp3,DLR,,
0297,22,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0297.mp3,,,
0298,23,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0298.mp3,,,
0299,clock,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0299.mp3,,,
0300,01,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0300.mp3,oh-one,,
0301,02,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0301.mp3,oh-two,,
0302,03,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0302.mp3,oh-three,,
0303,Edinburgh International,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0303.mp3,Proposed,,
0304,Liverpool South Parkway,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0304.mp3,,,LPY
0305,Liverpool South,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0305.mp3,,,
0306,Falmouth,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0306.mp3,,,FMT
0307,Folkestone Racecourse,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0307.mp3,Non-rail,,
0308,04,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0308.mp3,oh-four,,
0309,Racecourse,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0309.mp3,Possibly for combining with racecourse town names?,,
0310,Ratcliffe-on-Soar,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0310.mp3,Non-rail,,
0311,Shepherd's Bush,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0311.mp3,,,SPH
0312,Star Lane,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0312.mp3,DLR,,
0313,Stratford High Street,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0313.mp3,DLR,,
0314,Stratford International,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0314.mp3,,,SFA
0315,Westenhanger Racecourse,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0315.mp3,Station closed in 1960s!,,WHA
0316,White City,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0316.mp3,London Underground,,
0317,05,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0317.mp3,oh-five,,
0318,via,Conjoining,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0318.mp3,vee-ah,,
0319,06,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0319.mp3,oh-six,,
0320,07,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0320.mp3,oh-seven,,
0321,08,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0321.mp3,oh-eight,,
0322,09,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0322.mp3,oh-nine,,
0323,10,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0323.mp3,,,
0324,11,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0324.mp3,,,
0325,12,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0325.mp3,,,
0326,13,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0326.mp3,,,
0327,14,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0327.mp3,,,
0328,15,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0328.mp3,,,
0329,delayed,Conjoining,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0329.mp3,,,
0330,16,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0330.mp3,,,
0331,17,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0331.mp3,,,
0332,18,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0332.mp3,,,
0333,19,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0333.mp3,,,
0334,20,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0334.mp3,,,
0335,21,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0335.mp3,,,
0336,22,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0336.mp3,,,
0337,23,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0337.mp3,,,
0338,24,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0338.mp3,,,
0339,25,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0339.mp3,,,
0340,has been cancelled,Conjoining,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0340.mp3,,,
0341,26,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0341.mp3,,,
0342,27,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0342.mp3,,,
0343,28,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0343.mp3,,,
0344,29,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0344.mp3,,,
0345,30,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0345.mp3,,,
0346,31,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0346.mp3,,,
0347,32,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0347.mp3,,,
0348,33,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0348.mp3,,,
0349,34,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0349.mp3,,,
0350,35,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0350.mp3,,,
0351,is available on this train,Passenger information,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0351.mp3,,,
0352,36,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0352.mp3,,,
0353,37,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0353.mp3,,,
0354,38,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0354.mp3,,,
0355,39,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0355.mp3,,,
0356,40,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0356.mp3,,,
0357,41,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0357.mp3,,,
0358,42,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0358.mp3,,,
0359,43,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0359.mp3,,,
0360,44,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0360.mp3,,,
0361,45,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0361.mp3,,,
0362,Gartcosh,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0362.mp3,Low-pitch ending,,GRH
0363,Bodmin,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0363.mp3,Low-pitch ending,,
0364,Corby,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0364.mp3,Low-pitch ending,,COR
0365,46,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0365.mp3,,,
0366,St. Pancras International,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0366.mp3,Low-pitch ending,,STP
0367,47,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0367.mp3,,,
0368,48,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0368.mp3,,,
0369,49,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0369.mp3,,,
0370,50,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0370.mp3,,,
0371,51,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0371.mp3,,,
0372,52,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0372.mp3,,,
0373,53,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0373.mp3,,,
0374,54,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0374.mp3,,,
0375,55,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0375.mp3,,,
0376,a staff shortage,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0376.mp3,,,
0377,56,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0377.mp3,,,
0378,57,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0378.mp3,,,
0379,58,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0379.mp3,,,
0380,59,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0380.mp3,,,
0381,hundred hours,Time,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0381.mp3,,,
0382,A points failure,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0382.mp3,,,
0383,Platform A,Platform ID,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0383.mp3,,,
0384,Platform B,Platform ID,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0384.mp3,,,
0385,Platform C,Platform ID,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0385.mp3,,,
0386,Platform D,Platform ID,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0386.mp3,,,
0387,Signalling difficulties,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0387.mp3,,,
0388,First Capital Connect,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0388.mp3,,,
0389,The late arrival of an incoming train,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0389.mp3,,,
0390,Barry Links,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0390.mp3,Low-pitch ending,,BYL
0391,Beauly,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0391.mp3,Low-pitch ending,,BEL
0392,Brunstane,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0392.mp3,Low-pitch ending,,BSU
0393,Central,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0393.mp3,Low-pitch ending,,
0394,Dunfermline Queen Margaret,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0394.mp3,Low-pitch ending,,DFL
0395,Dunfermline Town,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0395.mp3,Low-pitch ending,,DFE
0396,Dunoon,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0396.mp3,Ferry,,
0397,Exhibition Centre,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0397.mp3,,,EXG
0398,Georgemas,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0398.mp3,,,GGJ
0399,Gilshochill,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0399.mp3,,,GSC
0400,Greenfaulds,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0400.mp3,,,GRL
0401,Hamilton West,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0401.mp3,,,HNW
0402,Hawkhead,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0402.mp3,,,HKH
0403,High Street,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0403.mp3,,,HST
0404,Loch Awe,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0404.mp3,,,LHA
0405,Newcraighall,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0405.mp3, ,,NEW
0406,Newton,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0406.mp3,,,NTN
0407,Queen Street,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0407.mp3,,,GLQ
0408,Rannoch,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0408.mp3,end of sentence,,RAN
0409,Kingsknowe,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0409.mp3,,,KGE
0410,Stromeferry,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0410.mp3,,,STF
0411,Glasgow Central Low Level,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0411.mp3,,,GLC
0412,Glasgow Queen Street Low Level,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0412.mp3,,,GLQ
0413,Newton (Lanarkshire),Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0413.mp3,,,NTN
0414,Ardrossan Harbour,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0414.mp3,,,ADS
0415,Ardrossan South Beach,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0415.mp3,,,ASB
0416,Ardrossan Town,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0416.mp3,,,ADN
0417,Brampton (Cumbria),Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0417.mp3,,,BMP
0418,Cumbrae Slip,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0418.mp3,Ferry,,
0419,Kirkconnel,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0419.mp3,,,KRK
0420,East Midlands Airport,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0420.mp3,Non-rail,,
0421,Kelvindale,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0421.mp3,,,KVD
0422,Merryton,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0422.mp3,,,MEY
0423,Larkhall,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0423.mp3,,,LRH
0424,Chatelherault,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0424.mp3,,,CTE
0425,Alloa,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0425.mp3,,,ALO
0426,Shawfair,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0426.mp3,,,SFI
0427,Eskbank,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0427.mp3,,,EKB
0428,Newtongrange,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0428.mp3,,,NEG
0429,Gorebridge,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0429.mp3,,,GBG
0430,Galashiels,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0430.mp3,,,GAL
0431,Bad weather conditions,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0431.mp3,,,
0432,Tweedbank,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0432.mp3,,,TWB
0433,Edinburgh Airport,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0434.mp3,Non-rail,,
0434,Edinburgh International Airport,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/,Non-rail,,
0435,Abbey Road,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0435.mp3,DLR,,
0436,Liverpool South Parkway,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0436.mp3,,,LPY
0437,Liverpool South,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0437.mp3,,,
0438,Edinburgh International,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0438.mp3,Proposed,,
0439,Falmouth,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0439.mp3,,,FMT
0440,Folkestone Racecourse,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0440.mp3,Non-rail,,
0441,Racecourse,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0441.mp3,Possibly for combining with racecourse town names?,,
0442,Ratcliffe-on-Soar,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0442.mp3,Non-rail,,
0443,Shepherds Bush,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0443.mp3,,,SPH
0444,Stirling,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0444.mp3,,,STG
0445,Stratford High Street,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0445.mp3,DLR,,
0446,Stratford International,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0446.mp3,,,SFA
0447,Westenhanger Racecourse,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0447.mp3,Station closed in 1960s!,,WHA
0448,White City,Destination,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0448.mp3,London Underground,,
0449,Engineering works,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0449.mp3,,,
0450,A technical problem,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0450.mp3,,,
0451,A technical problem,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0451.mp3,,,
0452,Staff shortages,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0452.mp3,,,
0453,Staff shortages,Reason,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0453.mp3,,,
0454,The Grand Central,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0454.mp3,,,
0455,The Grand Central,Train operating company,https://github.com/matteason/scotrail-announcements-june-2022/raw/main/announcements/0455.mp3,,,
